"","MO.Open","MO.High","MO.Low","MO.Close","MO.Volume","MO.Adjusted"
"266",71.360001,71.610001,70.940002,71.449997,4596400,55.14732
"267",71.470001,71.860001,71.199997,71.559998,6121800,55.232224
"268",71.510002,71.690002,67.650002,69.910004,12691800,53.958702
"269",70.040001,71.239998,69.989998,71.019997,6819100,54.81543
"270",70.68,70.82,69.800003,69.830002,5387900,53.896957
"271",69.82,70.209999,69.32,69.82,6365200,53.88924
"272",69.870003,70.650002,69.779999,70.339996,9800300,54.290588
"273",69.900002,70.489998,68.459999,69.93,14240400,53.97414
"274",69.900002,70.660004,69.160004,69.400002,8652400,53.565071
"275",68.440002,68.870003,65.879997,66.040001,12619800,50.97171
"276",64.790001,66.669998,63.459999,66.529999,16146400,51.349911
"277",66.449997,68.209999,66.269997,66.790001,8352900,51.550587
"278",66.660004,67.269997,64,64.050003,13457400,49.43578
"279",64.529999,64.68,62.830002,64.029999,10713100,49.420334
"280",64.470001,65.800003,64.339996,65.349998,6739900,50.439148
"281",65,65.82,64.730003,65.639999,5226300,50.662983
"282",65.379997,65.860001,64.919998,65.18,5532500,50.307941
"283",65.349998,65.480003,64.599998,65.32,5366500,50.415993
"284",65.349998,66.050003,64.849998,65.459999,6202700,50.524059
"285",65.099998,65.18,64.18,64.190002,6294000,49.543827
"286",64.190002,64.720001,63.799999,63.93,7077300,49.343159
"287",64.040001,65.089996,63.25,63.34,5701500,48.887783
"288",63.720001,64.629997,63.529999,64.589996,5632500,49.852562
"289",64.800003,65.550003,64.699997,65.43,6320400,50.500893
"290",65.32,65.550003,63.889999,64,8860400,49.397182
"291",64.209999,64.529999,62.93,62.950001,9254200,48.586758
"292",62.75,63.799999,62.099998,62.43,11718000,48.185406
"293",62.310001,63.099998,62.110001,62.549999,14796300,48.278019
"294",62.59,64.239998,62.459999,64.129997,9725600,49.49752
"295",64.370003,64.980003,64.099998,64.769997,9306500,49.991489
"296",64.330002,65.190002,63.900002,64.07,8154200,49.45121
"297",64.220001,65.470001,64.110001,65.43,6437200,50.500893
"298",65.709999,65.790001,65.129997,65.650002,6775900,50.670696
"299",65.779999,66.370003,65.559998,65.769997,8236400,50.763317
"300",66.220001,66.529999,65.760002,66.129997,7166200,51.041176
"301",65.699997,65.900002,63.610001,63.82,7939600,49.785236
"302",63.66,64.5,63.400002,63.810001,9641800,49.777435
"303",63.900002,64.300003,63.060001,63.189999,13398100,49.293781
"304",63.150002,63.41,62.259998,62.48,8199500,48.739918
"305",62.689999,62.779999,61.459999,61.52,6505200,47.991035
"306",61.080002,61.490002,59.830002,60,10480200,46.805302
"307",59.82,61.380001,59.650002,60.389999,9788600,47.109531
"308",60.669998,60.75,59.07,59.27,7997200,46.235836
"309",59.880001,59.990002,59.099998,59.599998,7256500,46.493267
"310",59.720001,61.439999,59.689999,60.720001,10135900,47.366962
"311",61.150002,62.75,61.110001,62.450001,9587400,48.716515
"312",62.599998,63.150002,62.16,62.32,5888300,48.615105
"313",62.52,62.610001,60.450001,60.509998,7740900,47.203144
"314",60.939999,62.959999,60.68,62.66,8837900,48.880337
"315",62.27,63.630001,62.200001,63.349998,6956800,49.418591
"316",63.669998,64.620003,63.029999,64.540001,8546500,50.346901
"317",64.480003,64.809998,63.459999,63.849998,6456800,49.808636
"318",63.889999,64.010002,63.18,63.25,7270000,49.340584
"319",64.029999,64.449997,63.700001,64.220001,6242400,50.097271
"320",64.150002,64.699997,63.799999,63.84,6168400,49.800838
"321",64.220001,64.360001,63.209999,63.400002,4633200,49.457607
"322",63.84,64.190002,63.450001,63.950001,4263300,49.886654
"323",64.18,64.57,63.919998,64.25,5136000,50.12067
"324",64.489998,64.550003,63.77,63.98,4877300,49.910046
"325",62.919998,63.200001,60.57,61.5,16672600,47.975433
"326",60.509998,60.509998,56.09,57.779999,24260600,45.073505
"327",57.630001,57.82,56.57,57.23,13541900,44.644455
"328",57.049999,57.43,56.459999,56.57,8776600,44.129601
"329",56.689999,56.689999,54.830002,55.299999,13878900,43.138885
"330",55.23,56.009998,55.02,55.84,14061000,43.560139
"331",55.91,56.34,54.23,54.77,18536600,42.725437
"332",54.700001,56.290001,54.689999,56.130001,10368400,43.786358
"333",56.75,56.779999,56.029999,56.110001,12236400,43.770752
"334",55.720001,56.119999,55.549999,56.029999,6046400,43.708344
"335",56.150002,56.439999,55.419998,55.689999,8519200,43.443119
"336",55.709999,56.790001,55.619999,56.360001,7291300,43.965775
"337",56.150002,56.77,56.150002,56.259998,6661300,43.887772
"338",56.259998,56.389999,55.59,55.709999,5298000,43.458717
"339",55.490002,55.5,54.73,55.27,7690400,43.115479
"340",55.380001,56.459999,55.16,55.919998,5983200,43.622536
"341",56,56.599998,55.98,56.040001,4966000,43.716148
"342",55.869999,56.330002,55.07,55.189999,10885300,43.053078
"343",55.209999,55.650002,54.959999,55.02,9358100,42.920452
"344",54.669998,54.810001,53.91,54.52,9726600,42.530418
"345",54.709999,55.299999,54.52,54.869999,9329800,42.803448
"346",55.139999,55.599998,55,55.290001,11738300,43.131092
"347",55.34,55.880001,55.049999,55.540001,8572400,43.326107
"348",55.619999,55.869999,55.470001,55.639999,6338300,43.404121
"349",55.599998,55.799999,55.150002,55.209999,7550200,43.06868
"350",55.27,55.98,55.139999,55.880001,6632100,43.591339
"351",55.950001,56.02,55.639999,55.889999,7274400,43.59914
"352",55.869999,56.150002,55.450001,55.630001,5333000,43.396317
"353",55.259998,55.77,55.09,55.73,7769900,43.474327
"354",55.919998,56.700001,55.419998,56.59,7187400,44.145191
"355",56.41,56.52,55.540001,55.740002,10678300,43.482124
"356",55.91,56.110001,55.59,55.720001,4696500,43.466522
"357",55.700001,56.330002,55.52,56.02,5854400,43.700546
"358",56.07,56.43,55.57,56.330002,7740800,43.942383
"359",56.349998,56.470001,55.939999,56.310001,8910700,43.926773
"360",56.279999,57.110001,55.939999,56.689999,7626600,44.223206
"361",56.73,57.720001,56.700001,57.709999,6839800,45.018887
"362",57.779999,58.459999,57.59,58.25,7772600,45.440151
"363",58.25,58.299999,57.720001,57.880001,7555700,45.151512
"364",57.91,57.91,57.029999,57.43,9204500,44.800472
"365",56.799999,56.939999,56.400002,56.700001,5602500,44.776779
"366",56.509998,57.810001,56.509998,57.790001,11512100,45.637573
"367",57.380001,57.389999,56.139999,56.599998,7621600,44.697807
"368",56.48,57.209999,56.240002,56.790001,11703700,44.847858
"369",56.919998,56.98,56.470001,56.75,8086800,44.816269
"370",56.790001,56.889999,56.490002,56.689999,6183900,44.768883
"371",56.790001,57.279999,56.740002,57.02,7354700,45.029491
"372",56.799999,57.220001,56.59,57.07,6492500,45.068974
"373",56.880001,57.110001,56.07,56.099998,7626300,44.302952
"374",56.169998,56.459999,55.650002,55.990002,7188700,44.216084
"375",56.48,57.349998,56.360001,57.290001,6534100,45.24271
"376",57.360001,57.450001,56.75,56.790001,6602900,44.847858
"377",56.400002,56.709999,55.450001,55.869999,6454500,44.121319
"378",56.080002,56.650002,55.669998,56.459999,5003000,44.587254
"379",56.450001,57.639999,56.349998,57.630001,6716300,45.511211
"380",57.75,58.560001,57.639999,58.290001,8720100,46.032429
"381",58.290001,58.349998,57.630001,58.02,7837900,45.819199
"382",58.470001,58.790001,58.09,58.759998,9760400,46.403595
"383",58.799999,58.98,58.27,58.689999,7697600,46.348316
"384",58.82,58.950001,57.860001,58.009998,5279800,45.811306
"385",58.060001,58.720001,58.02,58.5,5428200,46.198273
"386",58.34,58.43,56.959999,57.139999,7032200,45.124252
"387",57.150002,57.740002,57.09,57.349998,8012100,45.290089
"388",57.169998,57.799999,57.09,57.43,5066200,45.353268
"389",56.669998,57.029999,55.18,56.939999,9201100,44.966309
"390",56.77,57.860001,56.759998,57.639999,6533900,45.519108
"391",57.57,57.759998,57.060001,57.59,4729000,45.479622
"392",57.610001,58.299999,57.419998,57.990002,7627400,45.795517
"393",58.049999,58.439999,57.529999,57.849998,8150900,45.684952
"394",56.34,57.57,55.779999,56.099998,10404300,44.302952
"395",56.360001,58.169998,56.080002,57.900002,12220200,45.724434
"396",57.73,58.779999,57.73,58.450001,6430600,46.158779
"397",58.73,59.099998,58.459999,58.68,11759700,46.340412
"398",58.52,58.639999,58.029999,58.080002,8070800,45.866592
"399",58.130001,59.040001,58.040001,58.830002,6375400,46.45887
"400",58.880001,59.990002,58.830002,59.73,6341800,47.169609
"401",59.639999,60.25,59.509998,60.209999,6938000,47.548672
"402",60.049999,60.130001,59.34,59.560001,5661900,47.035362
"403",59.360001,59.549999,58.5,58.610001,5302100,46.285133
"404",58.509998,59.330002,58.490002,59.220001,4646700,46.766869
"405",59.209999,59.450001,58.860001,59.049999,4284200,46.632607
"406",59.040001,59.299999,58.709999,58.98,5962400,46.577332
"407",59.119999,59.66,58.919998,59.209999,4028800,46.758961
"408",59.07,60.299999,59.02,60.18,6894100,47.52499
"409",60.380001,61,60.27,60.830002,7166700,48.0383
"410",60.919998,61.32,60.790001,61,5438300,48.172554
"411",61,61.310001,60.720001,60.990002,4488900,48.164658
"412",60.939999,60.939999,59.580002,59.93,8386400,47.327557
"413",60.07,60.23,59.310001,59.32,4580600,46.845829
"414",59.299999,59.93,59.259998,59.82,4137800,47.240688
"415",59.25,59.369999,58.549999,58.779999,7705000,46.419388
"416",58.810001,59.310001,58.700001,59.009998,6103200,46.601021
"417",59,59.099998,58.299999,58.450001,5691700,46.158779
"418",58.48,58.759998,58.330002,58.419998,3895600,46.135086
"419",58.32,58.860001,58.32,58.68,3901100,46.340412
"420",58.549999,59.02,58.349998,58.52,4278000,46.214062
"421",58.639999,59.360001,58.450001,59.110001,4734800,46.679996
"422",59.080002,60.68,58.93,60.650002,6635300,47.896152
"423",60.619999,60.900002,60.32,60.790001,5806000,48.006714
"424",60.509998,61.060001,60.41,60.93,7558900,48.117275
"425",61.02,61.689999,60.540001,60.580002,5694100,47.840874
"426",60.560001,60.700001,59.349998,59.470001,7138800,46.964298
"427",59.509998,64.040001,59.119999,63.43,18202000,50.091564
"428",62.41,62.48,60.639999,61.459999,8938300,49.155788
"429",61.639999,62.150002,60.700001,62.07,7372500,49.643669
"430",62.07,62.59,61.73,62.439999,6050000,49.939594
"431",62.669998,62.810001,61.810001,62.139999,6420800,49.69965
"432",61.880001,62.700001,61.349998,61.84,4490800,49.459717
"433",62,62.5,61.700001,62.259998,5076800,49.795631
"434",62.450001,62.650002,62.150002,62.549999,9754300,50.027576
"435",62.060001,62.490002,61.02,61.060001,7323400,48.835873
"436",61.599998,61.810001,60.68,60.709999,8229100,48.555939
"437",61.029999,61.290001,60.740002,60.810001,7455300,48.635918
"438",60.790001,61.5,60.630001,60.77,4213300,48.603928
"439",60.84,60.959999,60.27,60.310001,6649100,48.236019
"440",60.34,60.66,59.599998,60.330002,5885200,48.252018
"441",60.25,61.389999,60.060001,61.290001,9370200,49.019825
"442",61.419998,62.099998,60.77,60.860001,7324000,48.675907
"443",60.450001,61.91,60.02,61.779999,6229400,49.41172
"444",61.75,62.23,61.450001,62.07,7176800,49.643669
"445",62.349998,63.470001,62.200001,63.169998,7689200,50.523449
"446",63.23,63.560001,62.759998,63.099998,5837600,50.467461
