"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"74",62.84,63.119999,61.709999,61.959999,5447500,51.877434
"75",62.119999,62.330002,61.799999,61.93,4094000,51.85231
"76",61.779999,62.290001,61.48,61.860001,4400200,51.793705
"77",62.34,62.509998,61.709999,62.07,2945200,51.969536
"78",62.389999,62.59,62.07,62.5,3384600,52.329563
"79",62.099998,62.919998,61.950001,62.43,3559000,52.270954
"80",62.16,62.25,61.029999,61.52,6506500,51.509037
"81",61.950001,62.040001,61.349998,61.540001,3724100,51.52578
"82",61.540001,61.599998,60.5,60.82,4614500,50.922939
"83",60.900002,61.09,59.389999,60.040001,5447700,50.269871
"84",60.119999,60.310001,59.66,60.169998,6641200,50.378716
"85",59.5,59.639999,57.200001,58.02,11589300,48.578579
"86",58.240002,60.419998,58.130001,60.400002,7710400,50.571289
"87",60.259998,60.669998,60.049999,60.599998,5637100,50.738743
"88",60.580002,60.619999,59.799999,59.880001,4491300,50.135902
"89",60.240002,61.48,60.240002,61.330002,5880700,51.349957
"90",61.490002,61.650002,60.779999,61.07,3924800,51.132256
"91",60.860001,61.389999,60.77,60.869999,3675900,50.964809
"92",62.07,62.119999,61.060001,61.310001,5426800,51.33321
"93",61.470001,61.470001,60.240002,60.529999,3524400,50.680138
"94",60.529999,60.869999,60.029999,60.27,4053500,50.462444
"95",60.049999,60.650002,59.52,60.290001,3506400,50.479191
"96",60.75,61.240002,60.509998,60.639999,4442800,50.772228
"97",60.84,61.040001,60.23,60.59,3008800,50.730377
"98",60.599998,61.610001,60.549999,61.560001,3826700,51.54253
"99",61.52,61.790001,60.849998,61.16,4686600,51.207615
"100",60.860001,61.360001,60.240002,60.709999,4688300,50.830845
"101",60.849998,61.529999,60.709999,61,4675400,51.073654
"102",60.599998,60.75,60,60.119999,3381500,50.336857
"103",59.619999,59.990002,58.91,58.93,7475500,49.340492
"104",59.09,60.799999,58.790001,60.509998,7530900,50.663383
"105",60.169998,60.700001,59.669998,60.700001,6778400,50.822468
"106",60.259998,60.330002,59.470001,60.060001,5404000,50.286617
"107",60,61.860001,59.889999,61.650002,7535600,51.617878
"108",60.759998,61.450001,59.669998,60.130001,9861700,50.973606
"109",60.130001,60.130001,58.07,58.610001,10782800,49.68507
"110",58.68,61.200001,58.669998,61.009998,6237000,51.719608
"111",61.5,62.16,60.73,60.849998,5823400,51.583973
"112",60.860001,61.41,60.459999,61,4041100,51.711136
"113",60.830002,60.880001,59.529999,60.119999,4894200,50.965134
"114",59.799999,60.209999,58.91,59.400002,3982800,50.354778
"115",59.740002,61.91,59.529999,61.830002,6438500,52.414738
"116",61.68,62.119999,61.32,62.029999,6818300,52.584293
"117",60.880001,61,59.669998,60.77,4150100,51.516155
"118",60.380001,61.27,59.630001,59.880001,4976100,50.761677
"119",60.009998,61.029999,59.669998,60.209999,3700500,51.041435
"120",60.23,60.59,59.709999,60.119999,4844000,50.965134
"121",60.110001,60.439999,59.389999,60.009998,3687300,50.87188
"122",60.110001,60.34,59.59,59.630001,2975500,50.549755
"123",59.900002,60.080002,59.32,59.57,4533400,50.498886
"124",59.689999,60.700001,59.689999,59.799999,3959700,50.693863
"125",60.169998,60.369999,59.290001,59.869999,4707800,50.753204
"126",60.169998,61.560001,60.130001,61.259998,2806500,51.931534
"127",61.040001,61.080002,59.66,59.75,4070500,50.651474
"128",59.830002,59.93,58.619999,58.869999,4341000,49.905483
"129",58.73,58.75,57.84,58.68,3257100,49.744419
"130",58.549999,59.16,58.380001,58.77,2778300,49.820702
"131",58.919998,59.18,58.470001,58.939999,2757300,49.964817
"132",59.560001,59.77,59,59.16,3355800,50.151325
"133",59.049999,59.52,58.599998,59.5,3053800,50.439548
"134",59.529999,59.93,59.419998,59.82,2575100,50.710815
"135",59.740002,60.880001,59.68,60.040001,3966800,50.897312
"136",60.220001,60.419998,59.880001,60.240002,3613700,51.06686
"137",60.139999,60.900002,59.73,60.889999,4062600,51.617874
"138",61.16,61.25,60.299999,60.52,3082200,51.304222
"139",60.150002,60.5,59.990002,60.029999,3418900,50.88884
"140",60.130001,60.209999,59.310001,59.41,2750600,50.363255
"141",60.169998,61.57,60.099998,61.009998,3941300,51.719608
"142",61.330002,61.98,60.860001,61.59,3537800,52.211281
"143",61.48,62.169998,61.080002,62.139999,4622500,52.67754
"144",61.950001,63.02,61.950001,62.73,3984800,53.177696
"145",62.630001,62.709999,61.669998,61.93,4094300,52.499508
"146",62.099998,62.119999,61.07,61.529999,2918200,52.160423
"147",60.950001,61.389999,60.41,61.369999,5934600,52.02478
"148",62.220001,62.23,60.75,61.549999,5768900,52.177383
"149",61.549999,62.209999,61.549999,62.09,3313000,52.635159
"150",61.91,62.099998,61.639999,61.830002,3204400,52.414738
"151",61.610001,62.139999,61.189999,61.349998,3231100,52.007832
"152",61.799999,61.98,61.279999,61.66,2483400,52.27063
"153",61.709999,62.009998,61.200001,61.34,2991000,51.999363
"154",61.279999,61.369999,60.93,61.130001,2474900,51.821331
"155",61.330002,61.689999,60.900002,61.240002,2464100,51.914585
"156",61.040001,61.080002,60.310001,60.619999,3133300,51.389
"157",60.720001,60.919998,59.560001,59.700001,3687500,50.609097
"158",59.470001,59.709999,58.919998,58.919998,4145900,49.947865
"159",58.990002,59.330002,58.709999,59.150002,4042900,50.142845
"160",59.130001,59.209999,58.439999,58.84,2789000,49.880051
"161",59.009998,59.450001,59.009998,59.16,2563800,50.151325
"162",58.93,59.84,58.860001,59.599998,2759800,50.524323
"163",59.560001,59.560001,59.060001,59.130001,2387800,50.125889
"164",59.209999,59.43,59.029999,59.220001,1925900,50.202183
"165",59.330002,59.48,58.779999,59.130001,2381100,50.125889
"166",58.82,59.380001,58.709999,59.080002,2824700,50.083504
"167",58.860001,59.23,58.689999,59.169998,2855900,50.159794
"168",59.470001,59.900002,59.290001,59.700001,3729600,50.609097
"169",59.689999,59.919998,59.279999,59.75,2635800,50.651474
"170",60,60.75,59.970001,60.720001,4619800,51.473766
"171",60.919998,62.040001,60.849998,61.619999,4086300,52.236725
"172",61.59,62.049999,61.360001,61.860001,4037100,52.44017
"173",60.779999,60.93,59.779999,60.240002,3502000,51.710526
"174",60.360001,60.669998,60.119999,60.41,4403000,51.856453
"175",60.349998,60.98,60.279999,60.779999,4436600,52.174068
"176",61.099998,61.610001,60.900002,61.549999,4139200,52.835045
"177",61.68,62.43,61.400002,61.580002,4765000,52.860794
"178",61.580002,61.720001,61.220001,61.349998,5291400,52.663357
"179",61.279999,61.950001,61.09,61.799999,4192200,53.049652
"180",61.799999,62.150002,61.59,61.860001,3221300,53.101147
"181",62.099998,62.860001,62,62.490002,3519800,53.641953
"182",62.380001,62.950001,62.240002,62.75,2676800,53.865135
"183",62.689999,63.490002,62.57,62.939999,3412100,54.028229
"184",63.349998,64.970001,63.259998,64.580002,5157900,55.436024
"185",64.25,64.650002,64.099998,64.440002,3424900,55.315849
"186",64.529999,65.199997,64.239998,65.190002,3523400,55.959652
"187",65.169998,65.699997,64.860001,64.970001,3388700,55.770802
"188",64.660004,64.769997,64.139999,64.209999,3559700,55.118404
"189",63.810001,64.150002,63.470001,64.110001,2775100,55.032566
"190",64.099998,64.139999,63.610001,63.98,1862000,54.920979
"191",64.059998,64.489998,63.57,64.389999,3355800,55.272923
"192",64.400002,64.550003,64.129997,64.349998,3028600,55.238583
"193",63.91,64.18,63.700001,63.91,2303200,54.860882
"194",64.080002,64.410004,63.790001,64,3117400,54.938145
"195",64.379997,64.949997,64.339996,64.5,3435000,55.36734
"196",64.550003,64.709999,64.139999,64.389999,2044600,55.272923
"197",64.169998,64.309998,63.900002,64.220001,3100000,55.126991
"198",64.730003,65.220001,64.660004,64.730003,3377200,55.564781
"199",65.029999,65.120003,64.540001,64.769997,2668800,55.599113
"200",64.830002,64.919998,64.230003,64.639999,3092600,55.487522
"201",64.629997,65.010002,64.43,64.629997,2894800,55.478935
"202",64.309998,65,64.199997,64.839996,3568100,55.65921
"203",65.120003,65.589996,64.870003,65.470001,4523000,56.200001
"204",65.489998,65.639999,64.860001,65.050003,3410600,55.839462
"205",65.300003,66.110001,65.120003,65.82,6594200,56.50045
"206",65.669998,66.239998,64.919998,65.349998,6910300,56.096992
"207",65.419998,65.669998,64.379997,64.620003,4454200,55.47036
"208",64.019997,65.43,63.650002,65.050003,5064300,55.839462
"209",65.050003,65.529999,64.82,64.959999,4370800,55.762218
"210",64.849998,65,64.279999,64.57,5235100,55.427433
"211",65.160004,65.790001,65.07,65.459999,6184200,56.191418
"212",65.970001,68.040001,65.82,67.900002,7875800,58.285934
"213",67.959999,68.75,67.18,68.260002,6370500,58.594955
"214",68.519997,68.970001,68.419998,68.82,3986200,59.075665
"215",68.75,69.120003,68.580002,68.75,3306500,59.015587
"216",68.620003,68.660004,67.790001,68.169998,4635600,58.517704
"217",67.949997,68.879997,67.919998,68.699997,2973900,58.972656
"218",68.459999,68.809998,68.050003,68.169998,3494000,58.517704
"219",68,68.410004,67.779999,67.93,3682400,58.311691
"220",67.809998,67.809998,67.040001,67.32,4178300,57.788052
"221",66.790001,67.080002,66.449997,66.669998,4881500,57.230087
"222",66.559998,67.459999,66.510002,67.169998,3595900,57.659298
"223",67.910004,68.790001,67.849998,68.400002,5513700,58.715137
"224",68.18,68.290001,67.769997,67.809998,4157600,58.208672
"225",68.07,68.290001,67.720001,67.879997,2972600,58.268768
"226",68.18,68.410004,68.080002,68.230003,2696100,58.569218
"227",68.449997,68.639999,68.400002,68.419998,1596200,58.732319
"228",68.169998,68.419998,67.660004,68.080002,8203500,58.440449
"229",68.019997,68.980003,67.860001,68.959999,4807500,59.195843
"230",68.739998,69.949997,68.510002,69.900002,5105300,60.00275
"231",70.029999,70.610001,69.830002,70.5,6525700,60.517788
"232",70.75,71.089996,69.769997,70.239998,4972100,60.294609
"233",70.489998,71.139999,69.989998,70.059998,3678200,60.140102
"234",70.169998,70.449997,69.839996,70,2723800,60.088589
"235",69.739998,70.040001,68.980003,69.269997,3304900,59.461956
"236",69.080002,69.589996,69.010002,69.410004,3813100,59.582138
"237",68.68,69.089996,68.279999,68.870003,3063800,59.781773
"238",68.900002,69.839996,68.900002,69.5,2855800,60.328648
"239",69.919998,70.150002,69.360001,70.029999,6178700,60.7887
"240",69.889999,70.120003,69.709999,69.970001,3985800,60.736629
"241",70.07,70.870003,69.870003,70.550003,5522600,61.240086
"242",70.870003,71.040001,70.449997,70.620003,7554000,61.300842
"243",70.910004,71.220001,70.629997,70.970001,3092300,61.604679
"244",71,71.199997,70.620003,70.900002,4198200,61.543888
"245",71.169998,71.949997,70.949997,71.879997,2844200,62.394569
"246",71.949997,72.660004,71.790001,72.580002,2902400,63.002209
"247",72.599998,73.269997,72.440002,72.989998,5465800,63.358097
"248",72.970001,73.900002,72.970001,73.540001,2214400,63.835518
"249",73.540001,73.660004,73.080002,73.32,2237500,63.644547
"250",73.370003,73.779999,73.220001,73.699997,1682700,63.974392
"251",73.980003,74.059998,73.629997,73.660004,3181600,63.939678
"252",74.010002,74.300003,73.489998,73.980003,2830000,64.217461
"253",74.040001,75.110001,74,75,3463300,65.102867
"254",74.599998,74.989998,74.110001,74.959999,2706100,65.068138
"255",74.830002,74.970001,74.25,74.550003,3240300,64.712227
"256",74.599998,75.239998,74.410004,75.190002,3174600,65.267792
"257",75.230003,75.440002,74.809998,74.889999,2985100,65.007362
"258",74.900002,74.949997,74.139999,74.25,4094300,64.451828
"259",74.639999,75.989998,74.269997,75.82,5061100,65.814636
"260",76,76.760002,75.769997,76.529999,5781100,66.430962
"261",76.779999,76.790001,75.269997,75.269997,4333100,65.337212
"262",75.57,76.190002,74.959999,75.860001,3109900,65.849373
"263",75.809998,76.099998,75.370003,75.389999,3012400,65.441376
"264",75.449997,75.629997,75.099998,75.550003,3224800,65.580269
"265",75.739998,77.629997,75.739998,77.629997,4309400,67.385796
"266",77.449997,77.900002,77.220001,77.419998,3314000,67.203506
"267",77.760002,78.089996,77.07,77.559998,3356100,67.325027
"268",77.580002,77.769997,76.68,76.739998,2468700,66.613228
"269",76.800003,77.300003,76.489998,77.18,2345900,66.995178
"270",76.879997,77.190002,76.080002,76.239998,3014800,66.17923
"271",75.480003,76.040001,74.68,74.760002,4415200,64.894516
"272",74.860001,75.25,74.220001,74.970001,4626100,65.076828
"273",75.019997,76.279999,74.989998,76.099998,3165300,66.057709
"274",75.199997,75.199997,73.349998,73.580002,5505000,63.870251
"275",72.989998,73.870003,70.050003,70.910004,5786800,61.552582
"276",69.769997,71.660004,69.400002,71.220001,5616400,61.821682
"277",71.480003,72.199997,69.849998,69.870003,5630300,60.649815
"278",69.989998,70.160004,68.470001,68.470001,7126300,59.434566
"279",69.040001,69.410004,65.709999,68.18,5440300,59.182838
"280",68.889999,70.529999,68.889999,69.870003,3951700,60.649815
"281",69.209999,70.169998,69.120003,69.720001,4519800,60.519611
"282",66.620003,70.199997,66.599998,69.849998,8007800,60.632458
"283",69.949997,70.050003,67.690002,69.43,5020800,60.267883
"284",69.209999,69.410004,68.07,68.160004,5793600,59.165474
"285",68.879997,68.879997,67.809998,67.989998,5107900,59.017899
"286",67.989998,68.699997,67.190002,67.209999,5113600,58.340832
"287",67.82,68.809998,67.360001,67.919998,3785300,58.95715
"288",68.339996,68.849998,67.720001,68.32,3854700,59.304348
"289",68.360001,68.419998,67.150002,67.269997,7385600,58.392914
"290",67.610001,67.980003,66.75,66.75,6623600,57.941544
"291",67.25,67.389999,65.589996,65.599998,8149600,56.943298
"292",65.699997,66.389999,65.080002,65.629997,5519300,56.969341
"293",65.120003,65.849998,64.239998,65.639999,3752500,56.978027
"294",65.169998,66.379997,65.010002,65.919998,4746900,57.221058
"295",66.449997,66.510002,65.559998,65.660004,4435300,56.995384
"296",65.120003,65.709999,64.199997,65.190002,4694200,56.587399
"297",64.389999,64.550003,62.470001,62.959999,9402600,55.304916
"298",63.389999,63.759998,63.099998,63.669998,12059700,55.928593
"299",63.75,64.540001,63.5,63.889999,7821500,56.121838
"300",64.18,64.93,63.919998,64.199997,4840300,56.394146
"301",64.540001,64.809998,63.93,64.040001,3466700,56.253605
"302",64.339996,64.660004,63.209999,63.91,3226100,56.139412
"303",64,64.470001,63.630001,64.449997,6189300,56.61375
"304",64.07,64.209999,63.130001,63.650002,4686200,55.911022
"305",63.900002,64.730003,63.610001,63.91,4877700,56.139412
"306",64.239998,66.510002,64.209999,66.040001,4784800,58.010426
"307",65.309998,65.980003,64.989998,65.18,6320700,57.254997
"308",66,67.379997,65.360001,65.489998,6253700,57.527302
"309",66.220001,67.279999,65.93,67.199997,3938800,59.029385
"310",67.32,67.620003,65.440002,65.82,5378600,57.817177
"311",65.959999,65.989998,62.98,63.150002,10391800,55.471813
"312",63.580002,65.459999,63.450001,64.959999,7823500,57.061741
"313",64.860001,65.160004,63.439999,64.669998,6816400,56.806999
"314",64.879997,66.68,64.459999,66.629997,7486000,58.528694
"315",65.75,66.690002,65.5,66.620003,6631900,58.519913
"316",66.889999,68.029999,66.709999,67.769997,7941200,59.530083
"317",67.43,68.110001,66.669998,67.529999,6898800,59.319267
"318",68.080002,69.699997,67.599998,68.93,7918700,60.549042
"319",69.900002,70.839996,69.540001,70.510002,7965100,61.936947
"320",70.529999,71.949997,70.489998,71.68,4999400,62.964684
"321",71.769997,72.25,71.360001,71.779999,4736800,63.052517
"322",72.480003,73.82,72.309998,73.629997,6321800,64.677605
"323",74.449997,74.980003,73.779999,74.910004,5205600,65.801971
"324",74.949997,75.489998,74.550003,75.220001,4187700,66.074265
"325",76.139999,76.660004,75.709999,75.919998,4276300,66.689148
"326",76.209999,76.529999,75.57,75.989998,5457600,66.750641
"327",75.800003,76.879997,75.459999,76.470001,5027900,67.172287
"328",76.269997,77.260002,75.669998,77.239998,3220800,67.848663
"329",77.449997,78.019997,76.900002,77.339996,4876800,67.936501
"330",77.25,77.400002,76.360001,77.360001,5583100,67.954079
"331",77.699997,77.779999,77.150002,77.599998,3672100,68.164886
"332",77.099998,77.660004,76.760002,77.040001,2901700,67.672981
"333",76.980003,78.110001,76.980003,77.260002,3742400,67.866249
"334",76.959999,77.080002,75.970001,76.580002,3895000,67.268913
"335",76.360001,77.160004,76.360001,76.830002,3978300,67.488518
"336",76.629997,77.769997,76.230003,77.290001,4773200,67.892586
"337",76.879997,78.120003,76.690002,77.709999,2975000,68.261513
"338",78.209999,79.309998,77.269997,77.279999,5105400,67.883797
"339",77.019997,78.419998,76.540001,78.199997,7160000,68.691933
"340",80.910004,83.82,80.709999,82.400002,11030000,72.381279
"341",82.949997,84.279999,82.559998,83.860001,5741200,73.66375
"342",83.900002,85.790001,83.230003,84.970001,6621300,74.638794
"343",85.230003,86.139999,84.440002,84.889999,6459600,74.56852
"344",84.639999,85.029999,83.879997,84.269997,4637300,74.023918
"345",84.349998,84.699997,83.540001,84.260002,5235700,74.015121
"346",84.669998,86.239998,84.25,86.160004,4935500,75.68409
"347",85.989998,86.099998,84.989998,85.419998,3498600,75.034096
"348",85.980003,86.32,85.220001,85.790001,5806100,75.359093
"349",85.720001,86.379997,84.849998,84.949997,3827400,74.621231
"350",84.32,85.540001,83.629997,85.330002,3507300,74.955025
"351",84.43,84.68,83.699997,83.860001,3319200,73.66375
"352",82.410004,83.110001,80.720001,82.400002,4152100,72.381279
"353",82.489998,82.769997,81.029999,81.830002,4130300,71.880577
"354",82.379997,84.559998,82.360001,84.07,3781000,73.848228
"355",83.580002,84.779999,83.400002,84.199997,4861100,73.96241
"356",84.650002,86.110001,84.089996,85.099998,4940200,74.752991
"357",85.739998,86.059998,84.480003,85.360001,4312000,74.981384
"358",85.650002,87.169998,85.290001,85.510002,6391000,75.113152
"359",85.910004,87.120003,85.839996,86.459999,6534300,75.947632
"360",87,87.669998,86.169998,86.480003,7229000,75.965202
"361",86.010002,86.279999,84.660004,85.470001,5533200,75.75248
"362",85.889999,86.760002,85.290001,86.150002,5813400,76.355186
"363",85.769997,86.139999,84.550003,84.93,6053600,75.27388
"364",84.620003,84.980003,83.910004,84.330002,4401600,74.742104
"365",84.879997,85.220001,84.260002,84.349998,3675600,74.759827
"366",84.029999,84.099998,82.839996,83.330002,7476900,73.855797
"367",83.269997,85.169998,83.190002,83.790001,5247200,74.263496
"368",82.699997,83.400002,82.169998,82.580002,5427000,73.191078
"369",82.919998,83.760002,82.709999,83.239998,4452500,73.776031
"370",83.029999,83.110001,81.68,82.089996,4997400,72.756783
"371",84.379997,84.400002,82.870003,83.330002,5305100,73.855797
"372",83.5,83.510002,80.830002,81.349998,3780300,72.100906
"373",81.669998,82.980003,81.449997,82.68,3925600,73.279701
"374",83.650002,84.690002,83.550003,83.769997,5131800,74.245758
"375",84.260002,84.690002,83.080002,83.400002,3507100,73.917839
"376",84.029999,84.839996,83.599998,83.68,3849700,74.166008
"377",83.040001,83.209999,82.279999,82.519997,3091300,73.137886
"378",83.629997,84.809998,83.290001,83.860001,2978900,74.325531
"379",84.480003,84.480003,83.660004,84.190002,3670100,74.618019
"380",83.760002,84.690002,83.610001,84.25,2801100,74.671196
"381",84.699997,85.57,84.690002,85.25,3001600,75.557495
"382",85.620003,86.599998,85.529999,85.699997,4601500,75.956345
"383",84.900002,85.230003,83.459999,83.93,5109400,74.387573
"384",84.709999,85.080002,83.099998,84.559998,4694100,74.945946
"385",84.139999,84.540001,83.440002,83.639999,4723700,74.130562
"386",82.800003,83.389999,81.339996,82.529999,3661700,73.146744
"387",82.330002,82.860001,81.610001,82.690002,3476100,73.288567
"388",82.139999,83.230003,81.290001,82.959999,3827000,73.527863
"389",82.75,83.540001,82.550003,82.980003,3495500,73.545593
"390",83.099998,83.339996,82.480003,83.080002,2934400,73.634224
"391",83.269997,83.57,82.339996,82.449997,3328200,73.075851
"392",82.809998,84.589996,82.639999,83.459999,7053100,73.971024
"393",83.669998,84.93,83.360001,84.330002,4610200,74.742104
"394",84.199997,84.650002,83.870003,84.160004,4169200,74.591438
"395",83.879997,84.239998,83.190002,83.470001,2787300,73.979889
"396",84.089996,84.230003,83.050003,83.309998,3198900,73.838058
"397",83.610001,84.550003,83.080002,83.93,5069900,74.387573
"398",83.089996,83.260002,82.389999,82.639999,3417600,73.244255
"399",82.010002,82.559998,81.839996,82.239998,3355700,72.889725
"400",82.099998,82.529999,81.889999,82.290001,3281600,72.934052
"401",82.449997,82.68,81.75,82.300003,3224200,72.942894
"402",82.989998,83.129997,81.82,81.940002,3933400,72.623825
"403",81.610001,81.760002,80.330002,81.199997,4532100,71.967964
"404",79.470001,79.660004,76.099998,77.790001,14625200,68.945663
"405",77.43,78.889999,77.300003,78.779999,8380600,69.823105
"406",78.889999,79.419998,78,78.139999,6056000,69.255882
"407",78.690002,79.910004,78.510002,79.660004,5701600,70.603065
"408",79.150002,79.239998,76.839996,76.93,6489500,68.183441
"409",77.419998,78.870003,77.379997,78.019997,5470600,69.149513
"410",78.519997,78.970001,78.209999,78.550003,4795100,69.619255
"411",78.519997,79.379997,78.400002,79.010002,3119000,70.02697
"412",79.339996,79.57,78.730003,78.889999,3282400,69.920593
"413",79.449997,79.800003,79.209999,79.330002,2948900,70.310577
"414",78.980003,79.18,78.589996,78.980003,2313600,70.000381
"415",79.470001,80.449997,79.209999,79.339996,2580800,70.31945
"416",79.459999,80.32,79.459999,80.209999,2242100,71.090546
"417",80.540001,81.07,79.82,80.110001,3173100,71.001892
"418",80.410004,80.900002,80.07,80.230003,3149800,71.108246
"419",80.019997,80.330002,79.550003,80.129997,3216600,71.019623
"420",80,80.199997,79.580002,79.870003,3227800,70.789177
"421",80.040001,80.059998,77.779999,79.269997,5131600,70.257385
"422",78.75,79.309998,77.709999,79.139999,3851000,70.142174
"423",79,79.050003,77.150002,77.57,4084200,68.750679
"424",76.239998,77.190002,75.849998,76.650002,3317500,68.62532
"425",77,77.779999,76.839996,76.879997,2732100,68.831261
"426",76.629997,77.739998,76.419998,77.120003,4164700,69.046143
"427",77.610001,77.879997,75.290001,75.739998,5535700,67.810608
"428",75.459999,76.970001,74.690002,76.639999,7684700,68.616386
"429",76.730003,78.040001,76.730003,77.580002,4672700,69.457985
"430",77.790001,78.07,77.400002,77.599998,3000600,69.475868
"431",78.889999,79.980003,78.540001,78.879997,3789700,70.62188
"432",78.900002,79.900002,78.220001,79.379997,3785000,71.069527
"433",79.639999,79.849998,78.709999,79.230003,3752900,70.935234
"434",79.629997,79.760002,78.309998,79.599998,8385900,71.266495
"435",80.339996,81.800003,80.07,80.75,4700600,72.296104
"436",81.239998,81.589996,80.769997,81.309998,5316300,72.79747
"437",80.860001,82.129997,80.82,81.010002,4221400,72.528877
"438",81.440002,81.580002,80.459999,81.169998,5241400,72.672127
"439",80.75,83.080002,80.620003,82.169998,6414600,73.567436
"440",82.32,83.300003,82.050003,83.129997,4169600,74.426933
"441",83.269997,83.349998,82.489998,82.870003,3474200,74.194145
"442",82.93,83.029999,81.790001,82.449997,3871200,73.818115
"443",81.910004,82.629997,81.5,82.18,3960700,73.576385
"444",82.169998,82.32,81.029999,81.400002,3254500,72.878059
"445",80.900002,81.970001,80.629997,81.75,5287700,73.191406
